systemId,id,STATE
3605000207,3606000219,NE
1805001314,1806000004,CO
4705000127,4706000071,NE
4705000156,4706000115,NE
4705000125,4706000114,NE
4705000126,4706000072,NE
4705000124,4706000162,NE
4705000123,4706000131,NE
4705000166,4706000161,NE
4705000128,4706000132,NE
4705000129,4706000105,NE
3605000117,3606000028,MO
4705000054,4706000125,NE
4705000055,4706000124,NE
3605000065,3606000032,MO
1805000559,1806000024,CO
1805000507,1806000156,CO
4705000027,4706000019,SD
3605000044,3606000024,KS
3605000008,3606000021,KS
3605000209,3606000221,KS
3605000093,3606000020,KS
4705000065,4706000148,NE
4705000067,4706000127,NE
4705000066,4706000126,NE
4705000092,4706000085,NE
4705000083,4706000038,NE
4705000088,4706000068,NE
4705000087,4706000049,NE
4705000084,4706000048,NE
4705000086,4706000040,NE
4705000085,4706000039,NE
4705000089,4706000084,NE
4705000095,4706000086,NE
4705000090,4706000023,NE
4705000093,4706000052,NE
4705000137,4706000031,SD
4705000023,4706000135,IA
1705000298,1706000299,NE
4705000135,4706000151,IA
4705000043,4706000109,MT
3605000048,3606000035,KS
4705000094,4706000116,NE
4705000098,4706000090,ND
4705000097,4706000082,ND
4705000053,4706000062,NE
3605000021,3606000039,NE
4705000073,4706000096,NE
4705000074,4706000142,NE
4705000075,4706000143,NE
4705000025,4706000026,IA
